price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_above,zipcode,sqft_living15,sqft_lot15,sale_age,umur,rennovated,basement,viewed
580500.0,3,2.0,2320,3980,2.0,0,3,8,2320,98027,2580,3980,11,11,0,0,0
280000.0,2,1.0,1190,1265,3.0,0,3,7,1190,98133,1390,1756,9,9,0,0,0
687500.0,4,1.0,2330,5000,1.5,0,4,7,1510,98117,1460,5000,85,85,0,1,0
535000.0,3,1.0,1090,3000,1.5,0,4,8,1090,98117,1570,5080,85,85,0,0,0
322500.0,4,2.0,2060,6659,1.0,0,3,7,1280,98058,2020,8720,33,33,0,1,0
696000.0,3,2.0,2300,3060,1.5,0,3,8,1510,98115,1590,3264,12,84,1,1,0
550000.0,4,1.0,1660,34848,1.0,0,1,5,930,98052,2160,11467,81,81,0,1,0
640000.0,4,2.0,2360,6000,2.0,0,4,8,2360,98107,1730,4700,110,110,0,0,0
240000.0,4,1.0,1220,8075,1.0,0,2,7,890,98001,1290,7800,46,46,0,1,0
605000.0,4,2.0,2620,7553,2.0,0,3,8,2620,98056,2620,11884,18,18,0,0,0
625000.0,4,2.0,2570,5520,2.0,0,3,9,2570,98074,2470,5669,14,14,0,0,0
775000.0,4,2.0,4220,24186,1.0,0,3,8,2600,98166,2410,30617,30,30,0,1,0
861990.0,5,2.0,3595,5639,2.0,0,3,9,3595,98053,3625,5639,0,0,0,0,0
685000.0,3,1.0,1570,2280,2.0,0,3,7,1570,98119,1580,2640,92,92,0,0,0
309000.0,3,1.0,1280,9656,1.0,0,4,6,920,98058,1340,8808,55,55,0,1,0
488000.0,3,2.0,3160,13603,2.0,0,3,8,3160,98019,3050,9232,11,11,0,0,0
210490.0,3,1.0,990,8528,1.0,0,3,6,990,98023,1228,8840,49,49,0,0,0
785000.0,4,2.0,2290,13416,2.0,0,4,9,2290,98007,2680,13685,33,33,0,0,0
450000.0,3,1.0,1250,5963,1.0,0,4,7,1250,98115,970,5100,62,62,0,0,0
1350000.0,3,2.0,2753,65005,1.0,1,5,9,2165,98070,2680,72513,62,62,0,1,1
228000.0,3,1.0,1190,9199,1.0,0,3,7,1190,98148,1190,9364,59,59,0,0,0
345000.0,5,2.0,3150,9134,1.0,0,4,8,1640,98056,1990,9133,49,49,0,1,0
600000.0,3,1.0,1410,4080,1.0,0,4,7,1000,98117,1410,4080,64,64,0,1,0
585000.0,2,1.0,1980,8550,1.0,0,3,7,990,98117,1480,6738,34,34,0,1,0
920000.0,5,2.0,2730,6000,1.5,0,3,8,2130,98105,2730,6000,88,88,0,1,0
885000.0,4,2.0,2830,5000,2.0,0,3,9,2830,98105,1950,5000,19,19,0,0,0
292500.0,4,2.0,2250,4495,2.0,0,3,7,2250,98042,2250,4500,6,6,0,0,0
301000.0,3,2.0,2420,4750,2.0,0,3,8,2420,98042,2690,4750,12,12,0,0,0
951000.0,5,3.0,3250,14342,2.0,0,4,8,3250,98008,2960,11044,46,46,0,0,1
430000.0,4,3.0,1850,9976,2.0,0,3,8,1850,98059,2270,8542,24,24,0,0,0
650000.0,3,2.0,2150,21235,1.0,0,4,8,1590,98166,2570,18900,55,55,0,1,1
289000.0,3,1.0,1260,8400,1.0,0,3,7,1260,98148,1290,8750,60,60,0,0,0
505000.0,3,1.0,2519,8690,2.0,0,5,8,2519,98166,2500,9500,41,41,0,0,0
549000.0,3,1.0,1540,1044,3.0,0,3,8,1540,98115,1580,3090,0,0,0,0,0
425000.0,3,2.0,1660,6000,1.0,0,3,7,1110,98122,1440,4080,35,35,0,1,0
317625.0,3,2.0,2770,3809,1.5,0,5,7,1770,98144,1440,4000,89,89,0,1,0
975000.0,4,2.0,2720,11049,2.0,0,3,10,2720,98004,2750,11049,25,25,0,0,0
287000.0,4,2.0,2240,4648,2.0,0,3,7,2240,98001,2221,4557,9,9,0,0,0
204000.0,3,1.0,1000,12070,1.0,0,4,7,1000,98042,1010,12635,46,46,0,0,0
1325000.0,5,2.0,3200,20158,1.0,0,3,8,1600,98004,3390,20158,49,49,0,1,0
1040000.0,5,3.0,4770,50094,1.0,0,4,11,3070,98005,3530,38917,41,41,0,1,0
325000.0,3,2.0,1260,5612,1.0,0,4,7,1260,98034,1640,4745,43,43,0,0,0
571000.0,4,2.0,2750,7807,1.5,0,5,7,2250,98125,1510,7807,98,98,0,1,0
360000.0,4,2.0,2380,5000,2.0,0,3,8,2380,98038,2420,5000,9,9,0,0,0
349000.0,3,1.0,1790,50529,1.0,0,5,7,1090,98042,1940,50529,50,50,0,1,0
832500.0,4,4.0,3430,35102,2.0,0,4,10,2390,98075,3240,35020,28,28,0,1,0
380000.0,4,1.0,1760,7300,1.0,0,3,7,880,98008,1680,7500,58,58,0,1,0
480000.0,3,1.0,1040,5060,1.0,0,3,7,1040,98116,890,5060,74,74,0,0,0
410000.0,3,1.0,1410,5060,1.0,0,4,7,910,98133,1130,5693,58,58,0,1,0
720000.0,4,2.0,3450,39683,2.0,0,3,10,3450,98010,3350,39750,13,13,0,0,0
390000.0,3,2.0,2350,5100,2.0,0,3,8,2350,98038,2350,5363,11,11,0,0,0
360000.0,4,2.0,1900,5889,2.0,0,3,7,1900,98038,1870,6405,22,22,0,0,0
355000.0,2,1.0,2020,6720,1.0,0,3,7,1010,98118,1720,6720,66,66,0,1,0
356000.0,3,1.0,1680,8712,1.0,0,3,8,1680,98059,1850,8797,51,51,0,0,0
315000.0,3,1.0,960,6634,1.0,0,3,6,960,98125,1570,7203,62,62,0,0,0
940000.0,3,1.0,2140,3600,2.0,0,3,9,1900,98119,2020,4800,89,89,0,1,0
305000.0,5,2.0,2660,8400,1.5,0,5,7,2660,98092,1590,8165,53,53,0,0,0
461000.0,3,3.0,2770,6278,2.0,0,3,9,1980,98056,1900,7349,8,8,0,1,0
215000.0,2,2.0,1610,2040,2.0,0,4,7,1610,98056,1950,2025,35,35,0,0,0
335000.0,2,1.0,1030,1066,2.0,0,3,7,765,98136,1030,1106,8,8,0,1,0
243500.0,4,2.0,1980,7403,2.0,0,3,7,1980,98023,1980,7510,26,26,0,0,0
1099880.0,5,2.0,3520,6353,2.0,0,4,10,3520,98199,2520,6250,14,14,0,0,0
153000.0,3,1.0,1200,10500,1.0,0,3,7,1200,98023,1350,10500,53,53,0,0,0
430000.0,3,1.0,1580,5000,1.0,0,3,8,1290,98117,1570,4500,75,75,0,1,0
700000.0,3,1.0,1580,5000,1.0,0,3,8,1290,98117,1570,4500,75,75,0,1,0
905000.0,4,2.0,3300,10250,1.0,0,3,7,2390,98040,1950,6045,23,68,1,1,0
247500.0,3,1.0,1960,15681,1.0,0,3,7,1960,98032,1750,15616,48,48,0,0,0
199000.0,4,1.0,1160,6400,1.0,0,4,7,1160,98023,1160,6400,39,39,0,0,0
314000.0,3,1.0,1810,41800,1.0,0,5,7,1210,98038,1650,135036,34,34,0,1,0
437500.0,3,2.0,2320,36847,2.0,0,3,9,2320,98045,2550,35065,22,22,0,0,1
850830.0,3,2.0,2070,13241,1.5,0,5,9,1270,98102,2200,4500,104,104,0,1,0
555000.0,3,2.0,1980,3478,1.5,0,4,7,1440,98117,1610,3478,85,85,0,1,0
699950.0,3,2.0,2190,107593,2.0,0,4,8,2190,98077,2570,47777,31,31,0,0,0
1088000.0,3,2.0,2920,8113,2.0,0,3,8,2920,98004,2370,8113,4,64,1,0,0
290000.0,3,1.0,1210,33919,1.0,0,3,7,1210,98058,1640,14910,60,60,0,0,0
375000.0,3,2.0,2340,10005,1.0,0,4,8,1460,98058,2250,8162,37,37,0,1,0
460000.0,3,1.0,1670,4005,1.5,0,4,7,1170,98117,1240,4005,75,75,0,1,0
188500.0,2,1.0,1240,2493,1.0,0,4,8,1240,98198,1270,4966,29,29,0,0,0
680000.0,4,2.0,3140,28037,2.0,0,4,10,3140,98077,2990,35001,24,24,0,0,0
470000.0,5,1.0,2030,12342,2.0,0,4,7,2030,98052,2500,9433,72,72,0,0,0
597750.0,4,2.0,2310,9624,2.0,0,3,8,2310,98027,1940,9636,30,30,0,0,0
570000.0,3,1.0,1260,3328,1.0,0,5,6,700,98103,1380,3536,110,110,0,1,0
272500.0,3,1.0,1540,12600,1.0,0,4,7,1160,98038,1540,11656,34,34,0,1,0
329950.0,3,1.0,2080,5969,1.0,0,3,7,1080,98108,2090,5500,43,43,0,1,1
480000.0,4,2.0,3230,16171,2.0,0,3,9,2520,98001,2640,8517,13,13,0,1,1
740500.0,3,3.0,4380,6350,2.0,0,3,8,2780,98117,1830,6350,15,114,1,1,0
518500.0,3,3.0,1590,1102,3.0,0,3,8,1590,98103,1620,3166,4,4,0,0,0
205425.0,2,1.0,880,6780,1.0,0,4,6,880,98178,1190,6780,69,69,0,0,0
171800.0,4,2.0,1570,9600,1.0,0,3,6,1570,98168,1880,9000,65,65,0,0,0
535000.0,4,1.0,1610,2982,1.5,0,4,7,1610,98144,1610,4040,90,90,0,0,0
660000.0,3,2.0,2400,6474,1.0,0,3,8,1560,98177,2340,10856,51,51,0,1,1
391500.0,3,2.0,1450,9132,1.0,0,3,7,1450,98034,1580,9104,27,27,0,0,0
395000.0,2,1.0,770,6000,1.0,0,3,6,770,98117,1710,6000,62,62,0,0,0
445000.0,4,1.0,2100,4400,1.5,0,5,7,1720,98118,1850,4400,90,90,0,1,0
770000.0,3,2.0,2910,10204,2.0,0,3,9,2910,98052,2700,13992,24,24,0,0,0
1450000.0,4,2.0,2750,17789,1.5,0,3,8,1980,98004,3060,11275,23,101,1,1,0
445000.0,3,2.0,2100,8201,1.0,0,3,8,1620,98178,2660,8712,47,47,0,1,1
260000.0,4,2.0,2160,8811,1.0,0,3,8,1360,98023,2090,8400,36,36,0,1,0
822500.0,5,3.0,2320,4960,2.0,0,5,7,1720,98103,1700,4960,88,88,0,1,0
430000.0,4,2.0,2070,4310,2.0,0,3,7,2070,98065,1970,3748,11,11,0,0,0
212000.0,3,1.0,1060,7875,1.0,0,4,7,1060,98092,1420,7680,29,29,0,0,0
660500.0,4,2.0,2010,9603,1.0,0,3,8,1440,98027,2060,9793,29,29,0,1,0
784000.0,3,3.0,3950,111078,1.5,0,3,9,2460,98052,2480,88500,25,25,0,1,0
453246.0,3,2.0,2010,2287,2.0,0,3,8,1390,98029,1690,1662,0,0,0,1,0
675000.0,4,3.0,2140,2278,3.0,0,3,9,2140,98107,1540,2285,10,10,0,0,0
199000.0,3,1.0,1320,17390,1.0,0,4,7,1320,98003,1550,19265,58,58,0,0,0
220000.0,4,1.0,2020,7840,1.0,0,3,7,1010,98003,1750,8140,46,46,0,1,0
452000.0,4,2.0,2590,10002,1.0,0,4,8,1340,98028,1550,10436,46,46,0,1,0
382500.0,2,1.0,1190,4440,1.0,0,3,6,1190,98125,1060,5715,33,33,0,0,0
519950.0,3,2.0,1170,1249,3.0,0,3,8,1170,98107,1350,1310,0,0,0,0,0
665000.0,2,1.0,1110,3200,1.0,0,3,7,1110,98119,1170,3600,89,89,0,0,0
527700.0,5,2.0,2820,9375,1.0,0,4,8,1550,98006,2820,9375,46,46,0,1,0
205000.0,3,1.0,1610,8579,1.0,0,4,7,1010,98058,1610,8579,53,53,0,1,0
420000.0,3,1.0,1060,8097,1.0,0,4,7,940,98133,1560,7940,92,92,0,1,0
500000.0,4,2.0,2030,8517,1.0,0,4,8,1380,98006,2230,8824,54,54,0,1,0
921500.0,4,2.0,3670,315374,2.0,0,4,9,3670,98077,2840,87991,20,20,0,0,0
890000.0,4,1.0,2550,4000,2.0,0,3,8,2370,98109,2200,4000,109,109,0,1,0
430000.0,2,2.0,2420,60984,2.0,0,3,7,2420,98027,1940,193842,7,7,0,0,0
258000.0,5,2.0,2260,12500,1.0,0,4,8,1130,98032,1360,18000,54,54,0,1,0
511000.0,3,1.0,1430,3455,1.0,0,3,7,980,98103,1450,4599,67,67,0,1,0
532170.0,3,2.0,1360,3090,2.0,0,3,8,1360,98103,1500,3090,24,24,0,0,0
560000.0,3,1.0,1110,5000,1.5,0,3,7,1110,98107,1420,5000,68,68,0,0,0
282950.0,3,1.0,1250,8200,1.0,0,4,7,1250,98003,1680,8633,61,61,0,0,0
2250000.0,4,3.0,5180,19850,2.0,0,3,12,3540,98006,3160,9750,9,9,0,1,1
350000.0,1,1.0,700,5100,1.0,0,3,7,700,98115,1010,5100,72,72,0,0,0
215000.0,3,1.0,1180,7669,1.0,0,4,7,1180,98058,1190,7669,47,47,0,0,0
650000.0,5,3.0,3960,25245,2.0,0,3,9,2500,98056,2640,13675,18,18,0,1,0
320000.0,4,2.0,2640,7500,1.0,0,3,8,1620,98023,1980,7875,47,47,0,1,0
247000.0,3,2.0,1270,7198,1.5,0,3,7,1270,98022,1160,7198,1,98,1,0,0
320000.0,4,1.0,1760,11180,1.0,0,4,8,1760,98059,1730,11180,46,46,0,0,0
255000.0,5,2.0,2060,8632,1.0,0,3,7,1030,98146,1010,11680,52,52,0,1,0
438000.0,3,1.0,1780,9660,1.0,0,3,7,1780,98034,1200,9660,53,53,0,0,0
900000.0,3,2.0,3400,16603,2.0,0,3,10,3400,98075,3400,12601,15,15,0,0,0
441000.0,3,2.0,1910,7280,1.0,0,3,7,1160,98034,1710,8152,35,35,0,1,0
420000.0,3,2.0,2020,38332,1.0,0,4,7,1010,98027,2110,36590,39,39,0,1,0
370000.0,3,1.0,1580,7000,1.0,0,3,7,1180,98034,1640,7500,38,38,0,1,0
269950.0,2,1.0,1340,7250,1.0,0,5,5,700,98198,1830,9750,66,66,0,1,0
807100.0,4,2.0,2680,4499,2.0,0,3,9,2680,98006,2920,4500,16,16,0,0,0
653000.0,3,2.0,2680,9750,1.0,0,4,8,1610,98034,2480,8750,35,35,0,1,0
371500.0,3,2.0,1370,8336,1.0,0,5,7,1370,98133,1770,7288,50,50,0,0,0
284000.0,3,1.0,1560,21000,1.0,0,3,7,1560,98166,1070,7920,61,61,0,0,0
272000.0,3,1.0,2160,7140,1.0,0,4,7,1670,98023,1930,7350,37,37,0,1,0
313000.0,3,1.0,1340,7912,1.5,0,3,7,1340,98133,1480,7940,59,59,0,0,0
917500.0,4,2.0,3880,35003,2.0,0,3,10,2570,98033,3740,35230,31,31,0,1,0
673000.0,4,2.0,2590,8190,2.0,0,4,8,2590,98006,2260,8335,34,34,0,0,0
425000.0,3,2.0,1120,1100,2.0,0,3,8,820,98122,1590,1795,7,7,0,1,0
399950.0,5,2.0,1970,5400,1.0,0,3,7,1320,98144,1280,2150,28,28,0,1,0
385000.0,3,1.0,1220,4800,1.0,0,3,6,1220,98122,1200,4800,113,113,0,0,0
269950.0,3,1.0,1950,7560,1.0,0,4,7,1320,98022,1950,8941,39,39,0,1,1
330000.0,2,1.0,1350,8220,1.0,0,3,7,1060,98177,1540,8280,66,66,0,1,0
260000.0,3,2.0,1670,5797,2.0,0,3,7,1670,98030,1670,6183,26,26,0,0,0
470000.0,4,3.0,2380,5125,1.5,0,4,7,1680,98126,1410,5375,90,90,0,1,0
589000.0,4,3.0,2440,9600,2.0,0,5,7,2440,98034,2290,9600,53,53,0,0,0
163500.0,2,1.0,1050,3419,2.0,0,3,7,1050,98038,1050,3417,18,18,0,0,0
835000.0,4,2.0,3130,13412,2.0,0,3,9,2140,98052,2260,9984,21,21,0,1,0
1095000.0,5,3.0,4090,12850,1.0,0,4,10,2090,98033,2540,10270,28,28,0,1,1
269000.0,4,1.0,1490,10000,1.0,0,4,8,1100,98023,2190,8910,46,46,0,1,0
560000.0,3,2.0,1900,8744,2.0,0,3,8,1900,98074,2030,8744,27,27,0,0,0
615000.0,4,1.0,1330,2400,1.5,0,4,6,1330,98103,1330,4400,114,114,0,0,0
585188.0,3,2.0,2230,10026,1.0,0,3,8,1430,98052,2230,9340,39,39,0,1,0
305000.0,3,1.0,1650,9480,1.0,0,3,7,1220,98034,1540,8400,37,37,0,1,0
166950.0,3,1.0,1190,8820,1.0,0,3,6,1190,98058,1230,7980,55,55,0,0,0
799000.0,3,2.0,2140,9897,1.0,0,4,8,2140,98040,2680,10083,55,55,0,0,0
400000.0,3,2.0,2180,7508,1.0,0,4,7,1420,98133,1900,7818,52,52,0,1,0
230000.0,3,1.0,1060,10228,1.0,0,3,7,1060,98155,1570,10228,66,66,0,0,0
256883.0,3,2.0,1690,5025,2.0,0,3,8,1690,98023,2550,5001,11,11,0,0,0
423000.0,4,2.0,1970,6480,1.5,0,5,7,1130,98108,1500,6480,94,94,0,1,0
465000.0,3,2.0,2150,4084,2.0,0,3,8,2150,98126,1750,2385,7,7,0,0,0
440000.0,3,2.0,1910,66211,2.0,0,3,7,1910,98024,2330,67268,18,18,0,0,0
385000.0,3,1.0,1350,155073,1.0,0,4,7,1350,98038,1560,50965,45,45,0,0,0
210000.0,3,1.0,860,11725,1.0,0,4,6,860,98056,1300,9514,72,72,0,0,0
297000.0,3,2.0,1940,14952,2.0,0,3,8,1940,98042,2030,10450,20,20,0,0,0
470000.0,3,1.0,1010,5000,1.0,0,3,7,1010,98107,1680,5000,62,62,0,0,0
226500.0,3,1.0,1300,7370,1.0,0,4,7,900,98023,1430,7500,38,38,0,1,0
274250.0,3,1.0,910,8450,1.0,0,4,6,910,98059,1400,8040,53,53,0,0,0
840000.0,4,1.0,2480,11010,1.0,0,4,9,1630,98040,2770,10744,48,48,0,1,0
677900.0,3,2.0,2440,4587,2.0,0,3,8,2440,98052,2750,4587,4,4,0,0,0
425000.0,3,1.0,1010,5864,1.0,0,3,7,1010,98116,1290,5000,100,100,0,0,0
180250.0,2,0.25,900,9600,1.0,0,3,6,900,98166,1250,14280,73,73,0,0,0
464000.0,6,3.0,2300,3404,2.0,0,3,7,1600,98133,1560,1312,20,94,1,1,0
320000.0,4,2.0,1550,7579,2.0,0,3,8,1550,98038,1630,6397,22,22,0,0,0
625504.0,3,2.0,1270,1566,2.0,0,3,8,1060,98105,1160,1327,0,0,0,1,0
592500.0,4,2.0,2240,12032,1.0,0,3,9,2240,98074,2520,12368,31,31,0,0,0
465000.0,3,2.0,2714,17936,2.0,0,3,9,2714,98001,2590,18386,10,10,0,0,0
477000.0,4,2.0,1720,6270,2.0,0,3,8,1720,98118,2130,8700,36,36,0,0,0
280000.0,2,1.0,850,16400,1.0,0,3,6,850,98168,1100,14459,92,92,0,0,0
1505000.0,5,3.0,3300,33474,1.0,0,3,9,1870,98040,3836,20953,24,58,1,1,1
445838.0,3,2.0,2250,5692,2.0,0,3,8,2250,98146,1320,5390,14,14,0,0,0
1072000.0,2,2.0,3900,14864,1.0,0,3,8,1950,98144,2580,5184,67,67,0,1,1
467000.0,2,1.0,1320,10800,1.0,0,4,8,1320,98177,2120,12040,67,67,0,0,0
686000.0,4,2.0,2760,6440,2.0,0,3,10,2760,98075,3070,8127,15,15,0,0,0
279950.0,3,2.0,1750,9750,1.0,0,3,7,1350,98198,1900,10125,53,53,0,1,0
527000.0,4,2.0,2330,19436,2.0,0,3,8,2330,98011,1910,10055,27,27,0,0,0
325000.0,3,2.0,2220,16020,1.0,0,4,8,1780,98030,2080,9583,48,48,0,1,0
328000.0,3,2.0,2020,8379,2.0,0,3,7,2020,98038,2020,8031,20,20,0,0,0
390000.0,3,2.0,1250,7500,1.0,0,5,7,1250,98146,1280,7392,72,72,0,0,0
479950.0,2,2.0,1510,6516,1.0,0,3,8,1510,98053,1640,6009,10,10,0,0,0
264950.0,4,2.0,1720,9753,1.0,0,4,7,1120,98023,1510,9753,36,36,0,1,0
235000.0,3,1.0,1430,15246,1.0,0,4,7,980,98031,1960,13068,54,54,0,1,0
516500.0,3,2.0,1480,4729,2.0,0,3,7,1480,98053,2250,4729,11,11,0,0,0
655000.0,2,1.0,1450,15798,2.0,1,3,7,1230,98166,2030,13193,37,100,1,1,1
500000.0,4,2.0,2280,15347,1.0,0,5,7,2280,98059,2280,15347,54,54,0,0,0
315000.0,6,2.0,2940,7350,1.0,0,3,8,1780,98023,2120,8236,36,36,0,1,0
213000.0,2,1.0,1000,10200,1.0,0,3,6,1000,98024,1150,13702,53,53,0,0,0
475000.0,3,1.0,2480,5280,1.5,0,5,7,1620,98108,2090,4800,67,67,0,1,0
1025000.0,5,4.0,3760,28040,2.0,0,3,10,3760,98033,3430,35096,31,31,0,0,0
416000.0,3,2.0,2220,94300,1.0,0,5,7,1640,98010,2070,80100,39,39,0,1,0
410000.0,4,1.0,1970,4740,1.5,0,3,7,1670,98122,1510,4740,10,111,1,1,0
800000.0,3,3.0,3830,221284,2.0,0,3,10,3530,98077,2920,148539,21,21,0,1,0
472000.0,6,2.0,4410,14034,1.0,0,4,9,2350,98003,2600,13988,49,49,0,1,1
225000.0,3,1.0,1430,8505,1.0,0,4,7,1430,98003,1190,8640,46,46,0,0,0
210000.0,2,1.0,830,6000,1.0,0,3,6,830,98126,830,4960,74,74,0,0,0
455000.0,2,1.0,1430,5000,1.5,0,2,7,1430,98115,1450,3750,90,90,0,0,0
225000.0,3,1.0,1300,8316,1.0,0,4,6,1300,98002,1260,8316,61,61,0,0,0
480000.0,2,1.0,1030,3060,1.0,0,4,7,790,98103,1390,3060,96,96,0,1,1
363000.0,3,2.0,2740,11872,2.0,0,3,9,2740,98023,2570,10377,25,25,0,0,0
2400000.0,4,2.0,3650,8354,1.0,1,3,9,1830,98074,3120,18841,14,14,0,1,1
181000.0,2,1.0,720,5120,1.0,0,3,6,720,98106,1150,2566,61,61,0,0,0
250000.0,4,2.0,2010,7312,1.0,0,4,7,2010,98002,2010,7650,39,39,0,0,0
481000.0,3,1.0,1560,3000,1.0,0,4,6,770,98103,1390,3000,97,97,0,1,0
260000.0,3,2.0,1810,7209,1.0,0,4,7,1240,98032,1750,7209,36,36,0,1,0
455000.0,4,2.0,3360,7685,2.0,0,3,9,3360,98058,3060,6567,13,13,0,0,0
415000.0,3,2.0,1510,36224,2.0,0,3,8,1510,98045,1730,36224,24,24,0,0,0
349500.0,3,1.0,1400,3538,1.0,0,3,7,800,98118,1620,6331,62,62,0,1,0
245000.0,3,2.0,1730,7442,2.0,0,3,7,1730,98030,1630,6458,27,27,0,0,0
592500.0,2,2.0,1420,9191,1.5,0,5,7,1420,98115,1420,6816,86,86,0,0,1
385000.0,4,1.0,2360,7620,1.0,0,4,7,1180,98106,1910,7620,59,59,0,1,0
315000.0,3,1.0,1580,11455,1.0,0,4,7,1200,98059,1550,10650,41,41,0,1,0
255000.0,3,1.0,1230,10170,1.0,0,3,7,1230,98045,1380,10098,35,35,0,0,0
693000.0,4,2.0,2460,4425,2.0,0,3,8,2460,98052,2990,5659,8,8,0,0,0
780000.0,3,1.0,1660,4400,1.5,0,3,8,1460,98112,1660,4400,103,103,0,1,0
237000.0,3,1.0,1270,8470,1.0,0,4,7,1270,98198,1600,8470,54,54,0,0,0
525000.0,3,2.0,2100,40510,2.0,0,3,10,1320,98074,2380,33450,35,35,0,1,0
425000.0,2,1.0,770,5040,1.0,0,3,5,770,98144,1330,2580,85,85,0,0,0
369900.0,1,0.25,760,10079,1.0,1,5,5,760,98070,1230,14267,78,78,0,0,1
290000.0,4,2.0,1700,7280,2.0,0,4,7,1700,98031,1950,7475,26,26,0,0,0
285000.0,3,1.0,1120,10701,1.0,0,3,7,1120,98106,1130,6350,60,60,0,0,0
415000.0,2,1.0,1070,4500,1.0,0,3,7,1070,98115,1320,4465,77,77,0,0,0
272500.0,3,2.0,2070,9900,1.0,0,3,8,1420,98023,2070,8250,36,36,0,1,0
2900000.0,4,3.0,5050,20100,1.5,0,3,11,4750,98004,3890,20060,7,33,1,1,1
1365000.0,4,4.0,5310,57346,2.0,0,4,11,5310,98077,4180,47443,25,25,0,0,0
436000.0,2,1.0,1040,7538,1.0,0,4,7,1040,98133,1440,7530,76,76,0,0,0
210000.0,3,1.0,1700,11390,1.0,0,4,7,1700,98003,1350,8164,47,47,0,0,0
236000.0,3,1.0,1300,5898,1.0,0,3,7,1300,98178,1320,7619,53,53,0,0,0
331000.0,3,1.0,1080,1306,1.0,0,3,7,580,98199,1440,2225,11,60,1,1,0
365000.0,3,2.0,2653,4510,2.0,0,3,8,2653,98031,2653,4927,9,9,0,0,0
450000.0,3,2.0,2290,16258,1.0,0,5,8,2290,98058,1660,10530,55,55,0,0,0
770000.0,4,2.0,3820,26300,2.0,0,3,9,2850,98028,1860,12136,0,0,0,1,0
455000.0,4,2.0,2210,49375,1.0,0,3,8,2210,98038,2670,49385,18,18,0,0,0
405000.0,3,1.0,2390,6000,1.0,0,3,6,1240,98118,2020,6000,107,107,0,1,0
304900.0,4,1.0,2600,11325,1.0,0,4,7,1610,98031,1720,11088,45,45,0,1,0
170000.0,2,1.0,860,5265,1.0,0,3,6,860,98178,1650,8775,84,84,0,0,0
